Car Name,Kilometers,Fuel,Transmission,Registration,EMI,Final Price,Location
2016 Hyundai Elite i20,65503,Petrol,Manual,MP-17,₹3.65L₹3.35 lakh+ other charges,Account , 303 3rd floor Al Aziz Apartment Medical Road Aligarh PNB Bank Aligarh
2018 Tata Tiago,48065,Petrol,Manual,UP-61,"EMI ₹7,284/m*",₹1.20 lakh, Aligarh Muslim University Aligarh Uttar Pradesh
2023 Volkswagen TAIGUN,58195,Petrol,Manual,UP-63,₹4.37L₹4.13 lakh+ other charges,₹9.80 lakh, Krishna Nagar Iglas
2011 Maruti Alto,54943,Petrol,Manual,UP-70,"EMI ₹10,025/m*",₹2.00 lakh, S.S Nagar Aligarh
2019 Ford New Figo,150156,Diesel,Manual,UP-70,₹2.13 lakh+ other charges,₹4.50 lakh, Manjur Garhi Aligarh Uttar Pradesh
2011 Nissan Sunny,75259,Petrol,Manual,BR-02,"EMI ₹7,326/m*",₹1.45 lakh, Sector 75 Faridabad Haryana
2018 Jeep Compass,86231,Diesel,Manual,BR-02,₹4.25L₹4.15 lakh+ other charges,₹5.50 lakh, Sainik Vihar Agra Uttar Pradesh
2021 Maruti Swift,66865,Petrol,Manual,WB-02,"EMI ₹6,188/m*",₹3.70 lakh, Dholpura Firozabad
2025 Maruti Dzire,19489,CNG,Manual,BR-02,₹2.40L₹2.35 lakh+ other charges,₹3.64 lakh, Tajganj Agra Uttar Pradesh
2017 Maruti Dzire,120000,Diesel,Manual,BR-02,"EMI ₹8,279/m*",₹1.30 lakh, mauza 100a lakhanpur Agra
2013 Hyundai Eon,83204,Petrol,Manual,UP-25,₹4.89L₹4.69 lakh+ other charges,₹1.29 lakh, Rakabganj Agra Uttar Pradesh
2013 Maruti Wagon R 1.0,114000,CNG,Manual,UP-25,"EMI ₹4,985/m*",₹1.42 lakh, Shahganj Agra Uttar Pradesh
2012 Hyundai i10,50036,Petrol,Manual,UP-11,₹2.60L₹2.55 lakh+ other charges,₹2.00 lakh, Agra Anupam Daffodil Agra
2013 Maruti Swift Dzire,95450,Petrol,Manual,UP-16,"EMI ₹6,443/m*",₹5.60 lakh, Agra Agra Uttar Pradesh
2015 Hyundai Elite i20,29811,Petrol,Manual,UP-70,₹3.65 lakh+ other charges,₹3.98 lakh, Narayan petrol pump Pachgain Khera
2015 Honda Amaze,160230,CNG,Manual,HR-26,"EMI ₹2,879/m*",₹4.96 lakh, Civil Lines Agra Uttar Pradesh
2016 Maruti Wagon R 1.0,97837,CNG,Manual,UP-11,₹2.42L₹1.63 lakh+ other charges,₹2.50 lakh, Kamla Nagar Agra Uttar Pradesh
2013 Maruti Swift Dzire,108834,Petrol,Manual,UP-12,"EMI ₹5,517/m*",₹4.45 lakh, 26/7 Sultan ganj Agra
2018 Premier Rio,61205,Petrol,Manual,UP-12,₹2.69L₹2.48 lakh+ other charges,₹1.19 lakh, Kala Kunj Agra Uttar Pradesh
2012 Maruti Wagon R 1.0,72554,Petrol,Manual,UK-17,"EMI ₹3,158/m*",₹3.75 lakh, Arjun Nagar Agra Uttar Pradesh
2018 Maruti Dzire,83692,Petrol,Manual,UP-16,₹1.79 lakh+ other charges,₹7.10 lakh, Agra Bainpur Mustkil Uttar Pradesh
2011 Maruti Alto,87106,Petrol,Manual,HR-10,"EMI ₹6,620/m*",Account , Shamsabad Agra Uttar Pradesh
2021 Hyundai NEW I20,52530,Petrol,Manual,UP-12,₹3.90L₹3.75 lakh+ other charges,Account , Kahrai Agra Uttar Pradesh
2023 Maruti FRONX,44588,Petrol,Manual,UP-16,"EMI ₹10,775/m*",₹3.20 lakh, Hno 4 Brijdham phase 2 Agra
2020 Hyundai VENUE,92298,Petrol,Manual,UP-12,₹6.26L₹6.10 lakh+ other charges,₹3.67 lakh, Sanjay Place Hariparwat thana Agra
2022 Mahindra Thar,72512,Diesel,Manual,UP-51,"EMI ₹6,867/m*",₹1.10 lakh, Shahganj Agra Uttar Pradesh
2017 Ford Ecosport,174828,Diesel,Manual,UP-57,₹3.43L₹3.09 lakh+ other charges,₹2.30 lakh, Kanker khera Kankar Khera
2011 Maruti Wagon R 1.0,132071,CNG,Manual,UP-51,"EMI ₹9,462/m*",₹3.70 lakh, Ali Nagar Naugawan Sadat
2012 Maruti Wagon R 1.0,116387,CNG,Manual,UP-32,₹5.36 lakh,₹1.50 lakh, Moradabad Uttar Pradesh India
2016 Maruti Alto K10,57825,Petrol,Manual,UP-85,"EMI ₹26,526/m*",₹2.60 lakh, kaloni Amroha
2017 Maruti Vitara Brezza,96758,Diesel,Manual,UP-58,₹12.20 lakh,₹6.06 lakh, Ekta Colony Moradabad Uttar Pradesh
2016 Maruti Ertiga,222000,CNG,Manual,UP-32,"EMI ₹4,125/m*",₹2.65 lakh, Buddhi Vihar Moradabad
2016 Renault Kwid,150807,Petrol,Manual,UP-16,₹2.21L₹2.11 lakh,₹5.50 lakh, Ram Ganga Vihar Moradabad
2013 Maruti Alto 800,68096,Petrol,Manual,HR-26,"EMI ₹18,492/m*",₹1.63 lakh, Majhola Thakurdwara Uttar Pradesh
2013 Toyota Etios Liva,61315,Petrol,Manual,UP-51,₹11.10L₹10.80 lakh,₹2.41 lakh, B-1 Malviya Nagar Near Chadha Cinema Moradabad Moradabad
2013 Maruti Alto 800,61048,Petrol,Manual,UP-32,"EMI ₹6,610/m*",₹2.50 lakh, Naveen Nagar Moradabad
2013 Hyundai i10,66283,Petrol,Manual,UP-32,₹2.00L₹1.99 lakh,₹3.02 lakh, 1087 1087 Moradabad
2013 Maruti Wagon R 1.0,100350,Petrol,Manual,UP-32,"EMI ₹3,693/m*",₹10.86 lakh, Mohra Ki Milak Moradabad
2020 Renault TRIBER,74381,Petrol,Manual,BR-28,₹1.66 lakh,₹3.83 lakh, Islam Nagar Noorpur
2015 Maruti Swift Dzire,296980,Diesel,Manual,BR-05,"EMI ₹3,937/m*",₹1.04 lakh, Karula Moradabad
2016 Maruti Vitara Brezza,55907,Diesel,Manual,BR-07,₹2.29L₹2.23 lakh,₹1.92 lakh, Moradabad Godhi
2019 Mahindra XUV500,88964,Diesel,Manual,BR-01,"EMI ₹9,596/m*",₹2.20 lakh, Khushhalpur Moradabad
